카페명,판정,registry매칭,지역,정보등급,유튜브_언급영상,유튜브_최고조회수,유튜브_요약,주소_Pass1,블로그_유효스니펫,블로그_블로거수,블로그_최신포스트,블로그_총량참고,지역검색_상호,지역검색_업종,지역검색_주소,플래그,스니펫예시
Abebe Bakery,유지,,제주시내,low,1,175231,,,5,4,20260507,1412,아베베 베이커리 제주,"카페,디저트>베이커리",제주특별자치도 제주시 동문로6길 4 1-3층(일도일동),이름불일치,제주도 제주시 동문로6길 4 - 영업시간 : 매일 10:00~21:00 - 주문마감시간 : 매일 20:30 - 연락처 : 0507-1414-0750 - 인스타그램 : @bakery
Cafe Wiee,유지,,서귀포시내,low,1,175231,,,4,4,20250709,42,위이,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,이름불일치,️ Cafe WIEE 제주도 분위기좋은 핫플 카페 위이 제주 서귀포시 안덕면 신화역사로682번길 12 매일 10:00 - 19:30  주차 가능  키즈 케어존 제주도 여행코스에 꼭
Another Wood Store,유지,,함덕,low,1,12346,,,5,4,20251117,34,어나더 우드 스토어,"가구,인테리어>인테리어소품",제주특별자치도 제주시 조천읍 함덕로 32 B동(작은 건물) 2층,이름불일치;비카페업종,제주 여행 마지막 날 비행기 타기 전에 터프팅 클래스 하나 잡아두고도 시간이 남아 구경하게 된 소품샵 개큰 지출을 하고 왔다. 귀여운 글씨로 계단으로 올라오라고 써져있는 [어나더 
카페머문,유지,,월정리,low,1,1601,,,4,4,20260623,1259,머문 베이커리카페,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 460 2층,이름불일치,"#제주카페 #머문 #moumoon #제주머문 #월정리카페 #제주맛집 매일 10 : 00 ~ 20 : 30 주차는 건물앞쪽 주차 생각보다 빵이 더 많았다 빵이 전반적으로 다 맛있고,"
월정스시마씸,유지,,월정리,low,1,2374,,,4,4,20260120,361,스시마씸 월정,음식점>일식>일식당,제주특별자치도 제주시 구좌읍 월정3길 50 스시마씸,이름불일치;비카페업종,제주도 구좌읍 신선한 고등어회와 딱새우가 있는 스시마씸 월정 스시마씸 월정 제주 제주시 구좌읍 월정3길 50 스시마씸 영업시간 : 매일 17:00 ~ 23:00 ※ 콜키지 가능(유
풍림다방클래식,유지,,구좌,high,1,105802,,제주 제주시 구좌읍 중산간동로 2254 1층,4,4,20251007,177,풍림다방 커피로스터즈 송당,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 중산간동로 2267-4 풍림다방 송당점,이름불일치,풍림다방이 리뉴얼 오픈을 했다는 소식을 접하고 말았습니당 한 폭의 그림같은 뚜둥 풍림다방 클래식... (저의 제주도 포스팅은 to be continued…) #제주풍림다방 #제주풍
잔물결로스터스,유지,,중문,mid,1,36944,친절하고 아늑한 분위기와 솔티드카라멜 마카롱이 맛있다고 언급됨.,,4,4,20260519,599,잔물결시티로스터스,"음식점>카페,디저트",제주특별자치도 제주시 다랑곶4길 36 1층,이름불일치,최고의 후식이었다^^ 티백에 담긴 커피도 있다고 하셔서 직장에서 간편히 먹을수 있을듯 해서 한 박스를 get!!!! 제주여행의 시작이 뭔가 순조로와 기대가 된다.. #잔물결로스터스
카페 연,유지,,곽지,mid,1,76,"곽지 해수욕장을 마주 보고 있는 제주 감성 카페로, 흐린 날 바다를 보며 초코 라떼를 즐길 수 있음.",,4,4,20260706,2032,카페 연,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 곽지11길 21 1층,,제주카페 담소요 계절의 변화를 느낄 수 있는 힐링의 정원 지속 가능함을 이야기하고 무해한 공간을... 제주카페 연못을 거닐 며 여유로운 시간을 즐기는 제주도핫플 제주도여행 중 서귀
rooin home,유지,,김녕,low,1,6236,,,4,4,20260423,19,루인홈,"가구,인테리어>인테리어소품",제주특별자치도 제주시 조천읍 중산간동로 804-64 루인홈,이름불일치;비카페업종,"제주 조천에 위치한 소품샵 '루인홈' 제주가면 한번은 꼭 들리는 소품샵인데, 여기가 맞나 싶을 때쯤 보이는 외관 모습입니다 ㅎㅎ 평소에 식기 수집하는걸 좋아하는데 우연히 알고나서 "
구좌 세화 질그랭이 워케이션 센터 카페477+,유지,,세화,high,1,50112,,제주 제주시 구좌읍 세평항로 46-9,4,4,20250902,2311,세화워케이션 질그랭이 거점센터,"여행,명소>체험마을",제주특별자치도 제주시 구좌읍 해맞이해안로 1392 2층 숨비빌레파크 오피스,이름불일치;비카페업종,"제주 지정 오피스는 천차만별이었다. 렌트 없이 대중교통으로 움직일 나는, 이용료에 더해 교통 편의성도 고려해야 했다. 이 모든 조건에 부합하는 곳이 바로 구좌 세화 질그랭이 워케이"
카페 엉물,유지,,종달,mid,1,5078,당근케이크가 맛있는 카페로 소개됨.,,4,4,20260515,210,플레이스엉물,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 종달논길 92 1층,이름불일치,뵬의 소소한 일상스토리:-D 제주카페 플레이스엉물 브런치 제주 먹거리 동쪽 구좌읍카페 디저트 @뵬... 플레이스엉물 마스코트 댕댕이 제주 카페 엉물 주문은 여기서!! 제주스럽네융~
제주갈렙카페,유지,,조천,low,2,299,,,5,4,20250901,89,제주갈렙,"카페,디저트>카페",제주특별자치도 제주시 조천읍 조함해안로 142-40 B동 1층,이름불일치,제주갈렙 카페 또하나의 매력은 마스코트 나나 입니다. 사랑스러운 모습에 웃음이 계속 나왔습니다. 제주 저녁 첫끼는 동쪽 감성숙소 자쿠지 펜션 '스마일앤조이'펜션 사장님 부부가 추천
카페지니,유지,O,남원,high,1,28050,,제주 서귀포시 남원읍 공천포로11번길 19,4,4,20260516,981,카페지니,"카페,디저트>베이커리",제주특별자치도 서귀포시 남원읍 공천포로11번길 19,,"제주에서 조용하고 단정한 카페 찾는다면 카페 지니, 충분히 추천하고 싶다. #카페지니 #제주카페 #제주디저트 #두베이초코쿠키 #제주초코쿠키 #제주조용한카페 #제주일상"
그린루스카 카페,유지,,제주시내,low,1,76699,,,3,3,20260412,89,그린루스카,"카페,디저트>카페",제주특별자치도 제주시 서사로12길 45 1층,이름불일치,"슝=3 제주 일기 1,2일차가 궁금하다면- &lt;&gt; &lt;&gt; 제주여행기록&lt;Day3&gt; 제주 그린루스카 카페/국화당 보살/제주... 호캉스 너무 좋아~~ 오늘"
카페 바람(vharam),유지,,월정리,mid,1,75477,오션뷰와 감성적인 분위기가 있는 카페.,,3,3,20250909,26,바람,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 월정1길 46-9,이름불일치,글 제목에서 봤듯 #제주카페바람 은 애견동반이 가능해요. 사장님께서도 강아지를 키우신다며 우디를 예뻐해주시더라구요. #제주애견동반 #제주애견동반카페 내부 좌석들은 바테이블까지 총 
카페바람 (vharam),유지,,월정리,low,1,2387,,,3,3,20250909,26,바람,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 월정1길 46-9,이름불일치,글 제목에서 봤듯 #제주카페바람 은 애견동반이 가능해요. 사장님께서도 강아지를 키우신다며 우디를 예뻐해주시더라구요. #제주애견동반 #제주애견동반카페 내부 좌석들은 바테이블까지 총 
성산해일리카페,유지,,성산,high,1,2661,성산일출봉과 우도를 함께 볼 수 있는 포토스팟 카페. 영업시간은 매일 9시~20시.,제주 서귀포시 성산읍 한라도 269-37 해일리카페,3,3,20251208,9,해일리 카페,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 한도로 269-37 해일리카페,이름불일치,"제주도에 5년 넘게 살았지만 또 이런 뷰 맛집에 가면 기분이 너무 좋고 힐링 되는 느낌이에요. 해일리카페는 카페 외에도 숙박도 가능한 곳인데요, 뷰가 너무 좋은 곳이라 제가 도착했"
카페 템플,유지,,함덕,mid,1,4995,텐저린라떼 & 오렌지 쉬폰케익을 추천하는 카페.,,3,3,20251023,1622,커피템플,"카페,디저트>카페",제주특별자치도 제주시 영평길 269 중선농원 커피템플,이름불일치,매장외관 #카페템플 은 제주공항에서 차로 27분거리에 위치하고있는 제주시의 카페인데요! 별도의 주차장도 있고 제주카페의 자연경관과 고즈넉한 분위기를 느낄수있는 곳이였어요! 실내좌석
에릭스에스프레소,유지,O,세화,high,1,10076,,제주시 구좌읍 구좌로 77,3,3,20260210,417,에릭스에스프레소,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 구좌로 77 1층,,"제주 동쪽 구좌 종달리에서 시작해 세화리에서 끝난 당일치기 여행 ㅎㅎ 아침 겸 점심으로... 그리고 바로 옆에 있는 카페, 에릭스 에스프레소 특이하게 청음을 할 수 있는 곳이었다 "
텐더럽카페,유지,,세화,mid,1,5401,"에메랄드 빛 바다, 세화 해수욕장 앞에 있는 귀엽고 사랑스러운 베이커리 카페.",,3,3,20260202,587,세화카페텐더럽,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 1426 2층,이름불일치,위치는 여기↓↓↓ 영업시간 11:00~20:00 휴무 비정기적휴무 매월2회 주차 건물앞 or 공영주차장 전화 0507-1321-4970 #제주도 #제주여행 #제주도여행 #구좌읍카페
고내다운,유지,,애월,low,1,3288,,,3,3,20260507,324,고내다운 전기차충전소,"교통,운수서비스>전기차충전소",제주특별자치도 제주시 애월읍 고내북서길 15,비카페업종,제주도 애월 감성 숙소 고내다운 수많은 제주 감성숙소 중에 고내다운을 선택한 이유는 바로 저 사진의 통창뷰 때문이에요. 사진만 봐도 평온하고 힐링되는 분위기  다른 분의 후기를 보
마노카페,유지,,한림,low,1,201,제주 바닷가가 한눈에 보이는 카페로 소개됨.,,2,2,20260502,8936,마노앤디또 본점,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 한림로 475 4층 401호,이름불일치,제주웅이아부지입니다^^ 주말에 서귀포시에 또 놀러갔어요 그치만 비가 내리지 뭐에요 원래는 산방산이라도 가려고 나온거였는데 비가 너무 내리는데다 미세먼지도 가득이고 지난주에 갔던 마
모살바테,유지,,함덕,low,1,210,,,2,2,20260708,2,모살바테,음식점>술집,제주특별자치도 제주시 애월읍 곽지1길 31 분수대옆 모살바테,비카페업종,제주 2일차 스타트~ 과자 잔뜩 챙겨서 출바알 원래 픽업카페갔다가 서귀포가서 갈치먹는 계획이였는데... 앞에있는 모살바테 바닷가 포차라서 낭만 있었듬 ㅠㅠ 음식은 그저그런데 서비스
프릳츠카페 성산,유지,,성산,low,1,2265,,,2,2,20260423,6596,프릳츠 제주성산점,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 일출로 222,이름불일치,기본 정보 찾아가는 길 위치 제주 프릳츠 카페 성산점 가는 길 방향에 점심 먹으러 들린 제주 성산맛집.... 주차장에 주차하고 제주 성산맛집으로 들어가서 간단히 점심 먹고 나오는 
표선한옥카페,유지,,표선,low,1,1839,,,2,2,20250205,818,초가헌,"음식점>카페,디저트",제주특별자치도 서귀포시 표선면 중산간동로 4628,이름불일치,표헌 한옥카페 초가헌이라는 곳을 발견해서 소개해드리려고해요! 주소 : 제주 서귀포시 표선면... 포장 제주 표선 한옥카페 초가헌이라는 곳은 성읍 민속마을 안에 위치해 있는 작고 귀
우도팡팡,유지,,우도,mid,2,57,바다가 보이는 대형 테라스 카페로 망고라떼·파인샤베트·레몬에이드 등의 메뉴가 언급됨.,,2,2,20260626,4181,우도팡팡,"음식점>카페,디저트",제주특별자치도 제주시 우도면 우도해안길 372 우도팡팡,,"운영 정보 우도팡팡은 제주 제주시 우도면 우도해안길에 위치한 카페 및 디저트 전문점이다. 운영 시간은 정기적으로 확인해야 하며, 주말에는 많은 방문객이 몰리는 편이다. 이용 방법 "
신촌리 베이커리 카페,유지,,조천,low,1,839,,,2,2,20250417,381,오드랑베이커리 앤 카페 신촌점,"음식점>카페,디저트",제주특별자치도 제주시 조천읍 조천우회로 104,이름불일치,국내산 쌀가루로 만드는 건강한 제주 빵집 ‘호미’  조천읍에 머물 때에는 참새가 방앗간 들리듯 늘... 우리를 비롯해 주로 테이크아웃 손님들이 많아보이는데 시간내어 카페에서 머물러
메리앤커피,유지,O,제주시내,high,1,7079,"브런치류(계란핫도그, 토스트 등)와 커피를 가성비로 제공. 영업시간 10:30~20:00, 일요일 정기휴무.",제주시 가령골길 19,2,2,20241111,2124,메리앤커피,"카페,디저트>카페",제주특별자치도 제주시 가령골길 19 1층,,공간 메리앤커피 #제주맛집 #도민맛집 #가성비맛집 #메리앤커피 #일도동맛집 #제주인제맛집 #인제맛집 #제주가성비브런치 #가성비브런치 #제주샌드위치 #제주토스트 #제주커피숍 #제주숨
Cafe Tangerine,유지,,제주시내,low,1,1128,,,2,2,20250509,185,어린왕자감귤밭,"음식점>카페,디저트",제주특별자치도 서귀포시 대정읍 추사로36번길 45-1,이름불일치,BRUNCH CAFE TANGERINE 오렌지쥬스 담아 먹으면 맛있을듯한 귀여운 주스컵도 있고 패브릭을 차곡차곡 쌓아둔 것만으로도 분위기가 연출되는 카페 :) 제주 서귀포 아이랑 
풍차해안도로 뷰맛집 카페,유지,,애월,low,1,74968,해안도로의 풍차 뷰를 볼 수 있는 카페.,,1,1,20260122,35070,풍차로 가는 길,"음식점>카페,디저트",제주특별자치도 제주시 한경면 한경해안로 502-3 풍차로가는길,이름불일치,예전에 방문했던 신창풍차해안도로 뷰맛집 카페 클랭불루제주에 또 다녀왔어요^^ 지난여행에는 아이와... 제주 제주시 한경면 한경해안도로 522-22 클랭블루제주 매일 11:00-19
Gift shop Banana,유지,,함덕,low,1,12346,,,1,1,20260414,11,제주 소품샵 선물가게바나나 제주공항점,"쇼핑,유통>판촉,기념품",제주특별자치도 제주시 노형로 284 1층,이름불일치;비카페업종,"다양한 제주 특산품과 기념품들이 많았고, 캔싱턴리조트 서귀포에서 봤던 물건들도 많았는데 여기서가 더 저렴하더라고요. GIFT SHOP BANANA 식당 내부뿐만 아니라 화장실까지 "
곽지브롱스,유지,,곽지,low,1,210,,,1,1,20260409,81,브롱스 브루잉 컴퍼니 제주곽지해수욕장점,"술집>맥주,호프",제주특별자치도 제주시 애월읍 곽지3길 27-1 1층,이름불일치;비카페업종,제주가성비숙소 #곽지해수욕장 #제주오션뷰 #제주바다뷰 #제주수제맥주 #제주맥주맛집 #제주피맥 #제주감성여행 #제주공항근처 #제주산책코스 #제주첫날코스 #제주호텔후기 #이웃환영 #서
